from_date,co,no2,o3,pm1,pm10,pm25,pressure,relativehumidity,so2,temperature,um003,year,month,day_of_week,co_lag_1d,co_lag_3d,co_lag_7d,co_roll_mean_3d,co_roll_mean_7d,no2_lag_1d,no2_lag_3d,no2_lag_7d,no2_roll_mean_3d,no2_roll_mean_7d,o3_lag_1d,o3_lag_3d,o3_lag_7d,o3_roll_mean_3d,o3_roll_mean_7d,pm1_lag_1d,pm1_lag_3d,pm1_lag_7d,pm1_roll_mean_3d,pm1_roll_mean_7d,pm10_lag_1d,pm10_lag_3d,pm10_lag_7d,pm10_roll_mean_3d,pm10_roll_mean_7d,pm25_lag_1d,pm25_lag_3d,pm25_lag_7d,pm25_roll_mean_3d,pm25_roll_mean_7d,pressure_lag_1d,pressure_lag_3d,pressure_lag_7d,pressure_roll_mean_3d,pressure_roll_mean_7d,relativehumidity_lag_1d,relativehumidity_lag_3d,relativehumidity_lag_7d,relativehumidity_roll_mean_3d,relativehumidity_roll_mean_7d,so2_lag_1d,so2_lag_3d,so2_lag_7d,so2_roll_mean_3d,so2_roll_mean_7d,temperature_lag_1d,temperature_lag_3d,temperature_lag_7d,temperature_roll_mean_3d,temperature_roll_mean_7d,um003_lag_1d,um003_lag_3d,um003_lag_7d,um003_roll_mean_3d,um003_roll_mean_7d
2024-05-04 21:00:00+00:00,6.65094286349178,4.800883675982619,2.830801620419448,1.7047480922384253,2.1234584270966104,2.096790180014449,6.921986861228861,3.966511190712216,2.4213416174604063,3.246490991901174,6.859614903654202,2024,5,5,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.797218467910344,4.789847502646237,4.774940548658917,4.793535249070204,4.786113973624678,2.837014297825987,2.8493250459086776,2.873500999838496,2.843175986599056,2.8553500963991256,2.424802725718295,3.0106208860477417,2.468099531471619,2.725421211897079,2.426316910800279,2.91235066461494,3.624340932976365,3.039749158970765,3.2687535122583413,2.9436800508423127,2.8678989020441064,3.5085558999826545,2.970414465569701,3.197107535165807,2.8918357551000637,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,4.053522567701846,4.0943445622221,4.014579593753238,4.07794781415851,4.059369586497982,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.258096538021482,3.246490991901174,3.2068032436339315,3.252943499542716,3.2334057689748077,7.58629630715272,8.235095497258357,7.692113339595466,7.9063533183793275,7.602483041379058
2024-05-05 21:00:00+00:00,6.65094286349178,4.804535499347489,2.8245501042338423,2.1258479144939915,2.5877640352277083,2.5572273113676265,6.921986861228861,3.914021008090819,2.4213416174604063,3.246490991901174,7.2868764117507,2024,5,6,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.800883675982619,4.793539776654032,4.778688171735645,4.797213973515665,4.78982013467092,2.830801620419448,2.843188616062499,2.8675115849399715,2.8370015114359792,2.8492501850535468,1.7047480922384253,2.740840023925201,1.9530276168241774,2.290130280627307,2.317266705195538,2.1234584270966104,3.269568939183719,2.4069451083182885,2.7684593436317564,2.8127813748602897,2.096790180014449,3.214867803470662,2.379546134130174,2.726518961843072,2.7670322857350276,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,3.966511190712216,4.085976312551584,4.00369019395397,4.0353366903218815,4.0525026717778365,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.246490991901174,3.254242968705492,3.202746442938317,3.252943499542716,3.239075447298699,6.859614903654202,7.897668150726906,7.107425474110705,7.447859787177943,7.483554693387449
2024-05-06 21:00:00+00:00,6.65094286349178,4.808174035406652,2.818259260608606,2.5257286443082556,2.995732273553991,2.9496883350525844,6.921986861228861,3.8815637979434374,2.4213416174604063,3.250374491927572,7.687538766201629,2024,5,0,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.804535499347489,4.797218467910344,4.782421802555038,4.8008792144134835,4.793512610044041,2.8245501042338423,2.837014297825987,2.8614860806879734,2.830788674159761,2.8431128306669575,2.1258479144939915,2.424802725718295,2.4423470353692043,2.085132910816904,2.341955319148368,2.5877640352277083,2.91235066461494,2.954910279033736,2.5411910423130863,2.838612650133064,2.5572273113676265,2.8678989020441064,2.928523523860541,2.5073054644753934,2.792415311054664,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,3.914021008090819,4.053522567701846,4.074141854904581,3.9780182555016275,4.0396927880831,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.246490991901174,3.258096538021482,3.2228678461377385,3.25035950727461,3.2453246685791077,7.2868764117507,7.58629630715272,7.591357046698551,7.244262540852541,7.509190541621734
2024-05-07 21:00:00+00:00,6.65094286349178,4.811799380502457,2.8119285916024377,2.8390784635086144,3.2771447329921766,3.2347491740244907,6.921986861228861,3.9512437185814275,2.4213416174604063,3.246490991901174,8.010027528481734,2024,5,1,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.808174035406652,4.800883675982619,4.786141545212532,4.804531070245587,4.797191500451414,2.818259260608606,2.830801620419448,2.8554240495302743,2.8245369950873003,2.836937570655619,2.5257286443082556,1.7047480922384253,1.944480556245719,2.1187748836802243,2.353866977568233,2.995732273553991,2.1234584270966104,2.3978952727983707,2.5689849119594363,2.844444363635958,2.9496883350525844,2.096790180014449,2.373043556642607,2.534568608811553,2.79543885551067,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,3.8815637979434374,3.966511190712216,4.089332020398556,3.9206986655821576,4.012181637088651,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.250374491927572,3.246490991901174,3.242592351485517,3.247785491909973,3.2492541894062263,7.687538766201629,6.859614903654202,7.107425474110705,7.2780100272021775,7.5229307872650315
2024-05-08 21:00:00+00:00,6.65094286349178,4.815411629933211,2.805557589756786,2.8903717578961645,3.456316680883235,3.374168709274236,6.921986861228861,4.028916756899646,2.4213416174604063,3.250374491927572,8.080546965824498,2024,5,2,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.811799380502457,4.804535499347489,4.789847502646237,4.808169638418867,4.800856905492833,2.8119285916024377,2.8245501042338423,2.8493250459086776,2.81824598548163,2.8307239338087853,2.8390784635086144,2.1258479144939915,3.0106208860477417,2.4968850074369535,2.4816666786057895,3.2771447329921766,2.5877640352277083,3.624340932976365,2.9535470139246254,2.97005142937793,3.2347491740244907,2.5572273113676265,3.5085558999826545,2.9138882734815668,2.9185396579937963,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,3.9512437185814275,3.914021008090819,4.0943445622221,3.9156095082052276,3.9924547368290613,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.246490991901174,3.246490991901174,3.246490991901174,3.247785491909973,3.249811138037035,8.010027528481734,7.2868764117507,8.235095497258357,7.661480902144688,7.651873937889464
2024-05-09 21:00:00+00:00,6.65094286349178,4.819010877968214,2.7991457378517537,2.4336133554004498,2.91235066461494,2.884800712846709,6.921986861228861,4.062165663857866,2.4213416174604063,3.250374491927572,7.58629630715272,2024,5,3,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.815411629933211,4.808174035406652,4.793539776654032,4.811795015280773,4.804508923676686,2.805557589756786,2.818259260608606,2.843188616062499,2.811915147322612,2.824471440072801,2.8903717578961645,2.5257286443082556,2.740840023925201,2.7517262885710116,2.4644882317269925,3.456316680883235,2.995732273553991,3.269568939183719,3.2430645624764676,2.9460479647931974,3.374168709274236,2.9496883350525844,3.214867803470662,3.18620207278377,2.899341487892593,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,4.028916756899646,3.8815637979434374,4.085976312551584,3.9539080911415034,3.9831079074972826,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.250374491927572,3.250374491927572,3.254242968705492,3.249079991918773,3.2503659237550915,8.080546965824498,7.687538766201629,7.897668150726906,7.926037753502619,7.629795576256056
2024-05-10 21:00:00+00:00,6.65094286349178,4.822597217862514,2.792692508654124,1.9387416595767009,2.3832429960115,2.3570732782781154,6.921986861228861,4.041295341132285,2.4213416174604063,3.254242968705492,7.0909098220799835,2024,5,4,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.819010877968214,4.811799380502457,4.797218467910344,4.8154072961346275,4.8081476524358555,2.7991457378517537,2.8119285916024377,2.837014297825987,2.805543973070328,2.818179600328409,2.4336133554004498,2.8390784635086144,2.424802725718295,2.7210211922684095,2.420598707652028,2.91235066461494,3.2771447329921766,2.91235066461494,3.215270692830117,2.895016782711943,2.884800712846709,3.2347491740244907,2.8678989020441064,3.1645728653818117,2.852189046374886,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,4.062165663857866,3.9512437185814275,4.053522567701846,4.01410871311298,3.9797063862553226,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.250374491927572,3.246490991901174,3.258096538021482,3.249079991918773,3.2498132842153886,7.58629630715272,8.010027528481734,7.58629630715272,7.892290267152983,7.585313884316885
2024-05-11 21:00:00+00:00,6.65094286349178,4.826170741871411,2.7861973646572076,2.048982334195127,2.624668592163159,2.5726122302071057,6.921986861228861,4.00369019395397,2.4213416174604063,3.254242968705492,7.223295679562314,2024,5,5,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.822597217862514,4.815411629933211,4.800883675982619,4.8190065752546465,4.811773188143308,2.792692508654124,2.805557589756786,2.830801620419448,2.7991319454208896,2.8118479161609997,1.9387416595767009,2.8903717578961645,1.7047480922384253,2.4209089242911053,2.351161412488943,2.3832429960115,3.456316680883235,2.1234584270966104,2.9173034471698913,2.819429972911452,2.3570732782781154,3.374168709274236,2.096790180014449,2.8720142334663525,2.779213957265459,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,4.041295341132285,4.028916756899646,3.966511190712216,4.044125920629932,3.977959639602528,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.254242968705492,3.250374491927572,3.246490991901174,3.251663984186879,3.2492627743131046,7.0909098220799835,8.080546965824498,6.859614903654202,7.5859176983524,7.5145443864493515
2024-06-25 21:00:00+00:00,6.65094286349178,4.975040297383316,2.439143498750173,2.1210632163706555,2.4595888418037104,2.4423470353692043,6.921986861228861,4.072439726834051,2.4213416174604063,3.367295829986474,7.266128779556451,2024,6,1,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.826170741871411,4.819010877968214,4.804535499347489,4.822592945900713,4.815385626127421,2.7861973646572076,2.7991457378517537,2.8245501042338423,2.7926785370543636,2.8054758796235366,2.048982334195127,2.4336133554004498,2.1258479144939915,2.140445783057426,2.4003377327684716,2.624668592163159,2.91235066461494,2.5877640352277083,2.6400874175965328,2.8910314250638156,2.5726122302071057,2.884800712846709,2.5572273113676265,2.6048287404439763,2.8471885358644093,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,4.00369019395397,4.062165663857866,3.914021008090819,4.035717066314707,3.9832709257799217,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.254242968705492,3.250374491927572,3.246490991901174,3.2529534764461854,3.250370199570864,7.223295679562314,7.58629630715272,7.2868764117507,7.300167269598339,7.5664987830076536
2024-06-26 21:00:00+00:00,6.65094286349178,4.978109327330006,2.429880889868977,2.34660197841082,2.740840023925201,2.714694743820879,6.921986861228861,4.102643365036796,2.4213416174604063,3.3068867021909143,7.507141079727608,2024,6,2,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,6.65094286349178,4.975040297383316,4.822597217862514,4.808174035406652,4.874602752372414,4.839743454418254,2.439143498750173,2.792692508654124,2.818259260608606,2.6726777906871697,2.7504177931258695,2.1210632163706555,1.9387416595767009,2.5257286443082556,2.0362624033808276,2.3996542044651386,2.4595888418037104,2.3832429960115,2.995732273553991,2.48916680999279,2.8727206831461016,2.4423470353692043,2.3570732782781154,2.9496883350525844,2.457344181284808,2.830777067864635,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,6.921986861228861,4.072439726834051,4.041295341132285,3.8815637979434374,4.0391417539734356,4.005902171314669,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,2.4213416174604063,3.367295829986474,3.254242968705492,3.250374491927572,3.2919272557991532,3.26762803358305,7.266128779556451,7.0909098220799835,7.687538766201629,7.193444760399583,7.563534835551333
